Timestamp,"1 - Você já foi vítima de algum tipo de abuso sexual por parte de um profissional da saúde, como toques ou comentários inapropriados?",2 - Como você se identifica?,4 - Quantos anos você tem?,3 - Qual a sua classe social?,5 - Com qual gênero você se identifica?,4 - Qual é a sua orientação sexual?,5 - Que tipo de abuso sexual você sofreu? (marque quantas forem necessárias),6 - Em que local ocorreu o abuso?,10 - Quantos anos você tinha quando o abuso aconteceu?,9 - Qual era a especialidade do profissional?,11 - Em qual estado aconteceu o abuso?,12 - Em qual cidade aconteceu o abuso?,15 - Você fez uma denúncia?,16 - Como foi a sua experiência no processo de Denúncia? (marque quantas forem necessárias)
12/17/2019 21:00:55,"Sim, por um profissional da saúde homem",Branca,31-35,Classe A - Renda mensal familiar acima de R$11.261,"Mulher Cis (me identifico, em todos os aspectos, com o meu “gênero de nascença”.)",Heterossexual,Violação sexual mediante fraude (Tocar de maneira imprópria fazendo a paciente pensar que era parte do procedimento médico),Clínica particular,31-40,Médico do trabalho e pediatra. Tem muitos diplomas nas paredes da recepção ,Santa Catarina,Itapema,Sim,"Positiva. Senti que os profissionais de atendimento deram a devida atenção ao meu caso, Liguei para o comitê de ética médica que me orientou a procurar a delegacia de medicina em Itajaí. Liguei e, devido às perguntas que me foram feitas eu decidi me dirigir a delegacia da mulher, onde num primeiro momento fui mau recebida até me mostrar como uma pessoa que sabia dos meus direitos, a policial que me atendeu mal era uma jovem mulher, então um policial homem aparentemente mais velho e experiente que a anterior, acolheu meu depoimento e me orientou a fazer a denúncia em Itapema mesmo. Devido a estar chocada e ter sido mal recebida no primeiro momento na delegacia, eu aguardei meu esposo retornar de viagem. Após uma semana do ocorrido ele retorno e eu contei a ele e fomos na delegacia fazer a denúncia. Fui muito bem recebida e orientada. Após fiquei sabendo de outros casos ocorridos como o meu. Ele finge que vai examinar, ouvir o coração, e assedia. Até hoje ele continua trabalhando. "
12/18/2019 18:15:19,"Sim, por um profissional da saúde homem",Branca,31-35,Classe C - Renda mensal familiar até    R$ 8.640,"Mulher Cis (me identifico, em todos os aspectos, com o meu “gênero de nascença”.)",Heterossexual,Injúria (Cantadas e palavras ofensivas),Clínica particular,31-40,Ginecologista,Santa Catarina,Florianópolis,Não,
12/20/2019 12:23:58,"Sim, por um profissional da saúde homem",Branca,31-35,Classe C - Renda mensal familiar até    R$ 8.640,"Mulher Cis (me identifico, em todos os aspectos, com o meu “gênero de nascença”.)",Heterossexual,"Importunação sexual (Beijos forçados e toques sem permissão), Violação sexual mediante fraude (Tocar de maneira imprópria fazendo a paciente pensar que era parte do procedimento médico), Injúria (Cantadas e palavras ofensivas)",Clínica particular,31-40,Dentista,São Paulo,São Paulo,Não,
12/23/2019 14:07:49,"Sim, por um profissional da saúde homem",Parda,36-40,Classe E - Renda mensal familiar até   R$ 1.254,"Mulher Cis (me identifico, em todos os aspectos, com o meu “gênero de nascença”.)",Heterossexual,"Importunação sexual (Beijos forçados e toques sem permissão), Violação sexual mediante fraude (Tocar de maneira imprópria fazendo a paciente pensar que era parte do procedimento médico), Injúria (Cantadas e palavras ofensivas)",Juizado federal,31-40,PERITO MÉDICO JUDICIAL,Rio de Janeiro,Rio de Janeiro ,Sim,"Não senti que o meu caso teve a devida atenção, Achei o processo e a espera muito longos"
12/27/2019 11:18:49,"Sim, por um profissional da saúde homem",Branca,36-40,Classe C - Renda mensal familiar até    R$ 8.640,"Mulher Cis (me identifico, em todos os aspectos, com o meu “gênero de nascença”.)",Heterossexual,Violação sexual mediante fraude (Tocar de maneira imprópria fazendo a paciente pensar que era parte do procedimento médico),Hospital particular,31-40,Ginecologia obstetricia,São Paulo,São Paulo,Sim,Aguardando retorno ainda. 
1/7/2020 17:45:04,"Sim, por um profissional da saúde homem",Branca,36-40,Classe A - Renda mensal familiar acima de R$11.261,"Mulher Cis (me identifico, em todos os aspectos, com o meu “gênero de nascença”.)",Heterossexual,Importunação sexual (Beijos forçados e toques sem permissão),Clínica particular,31-40,Ginecologia,São Paulo,Campinas,Não,
1/19/2020 21:02:01,"Sim, por um profissional da saúde homem",Branca,36-40,Classe C - Renda mensal familiar até    R$ 8.640,"Mulher Cis (me identifico, em todos os aspectos, com o meu “gênero de nascença”.)",Heterossexual,Violação sexual mediante fraude (Tocar de maneira imprópria fazendo a paciente pensar que era parte do procedimento médico),Clínica particular,31-40,Ultrassonografia,Rio de Janeiro,Rio de Janeiro,Não,
1/20/2020 15:43:06,"Sim, por um profissional da saúde homem",Branca,50+,Classe C - Renda mensal familiar até    R$ 8.640,"Homem Cis (me identifico, em todos os aspectos, com o meu “gênero de nascença”.)",Heterossexual,Violação sexual mediante fraude (Tocar de maneira imprópria fazendo a paciente pensar que era parte do procedimento médico),Clínica particular,31-40,clínico da embaixada do Japao.,Rio de Janeiro,Rio de janeiro,Não,
1/20/2020 20:23:40,"Sim, por um profissional da saúde homem",Branca,36-40,Classe B - Renda mensal familiar até   R$ 11.261,"Mulher Cis (me identifico, em todos os aspectos, com o meu “gênero de nascença”.)",Heterossexual,"Importunação sexual (Beijos forçados e toques sem permissão), Violação sexual mediante fraude (Tocar de maneira imprópria fazendo a paciente pensar que era parte do procedimento médico)",Hospital particular,31-40,Enfermeiro ,São Paulo,São Paulo,Não,
1/24/2020 17:11:15,"Sim, por um profissional da saúde homem",Branca,41-45,Classe C - Renda mensal familiar até    R$ 8.640,"Mulher Cis (me identifico, em todos os aspectos, com o meu “gênero de nascença”.)",Heterossexual,Violação sexual mediante fraude (Tocar de maneira imprópria fazendo a paciente pensar que era parte do procedimento médico),Clínica particular,31-40,Gastro ,São Paulo,São Paulo ,Não,
1/25/2020 20:06:20,"Sim, por um profissional da saúde homem",Parda,36-40,Classe E - Renda mensal familiar até   R$ 1.254,"Mulher Cis (me identifico, em todos os aspectos, com o meu “gênero de nascença”.)",Heterossexual,"Importunação sexual (Beijos forçados e toques sem permissão), Violação sexual mediante fraude (Tocar de maneira imprópria fazendo a paciente pensar que era parte do procedimento médico), Injúria (Cantadas e palavras ofensivas)",Hospital particular,31-40,Ginecologista,Amazonas,Manaus,Sim,Prefiro não falar sobre o assunto
1/28/2020 9:31:33,"Sim, por um profissional da saúde homem",Negra,36-40,Classe E - Renda mensal familiar até   R$ 1.254,"Mulher Cis (me identifico, em todos os aspectos, com o meu “gênero de nascença”.)",Heterossexual,"Importunação sexual (Beijos forçados e toques sem permissão), Violação sexual mediante fraude (Tocar de maneira imprópria fazendo a paciente pensar que era parte do procedimento médico), Injúria (Cantadas e palavras ofensivas)",Hospital particular,31-40,Ginecologista,Amazonas,Manaus,Sim,Não senti que o meu caso teve a devida atenção
2/6/2020 11:02:33,"Sim, por um profissional da saúde homem",Branca,36-40,Classe C - Renda mensal familiar até    R$ 8.640,"Mulher Cis (me identifico, em todos os aspectos, com o meu “gênero de nascença”.)",Bissexual,Violação sexual mediante fraude (Tocar de maneira imprópria fazendo a paciente pensar que era parte do procedimento médico),Clínica particular,31-40,Obstetra,Paraná,Curitiba,Não,
2/9/2020 1:57:00,"Sim, por um profissional da saúde homem",Branca,41-45,Classe B - Renda mensal familiar até   R$ 11.261,"Mulher Cis (me identifico, em todos os aspectos, com o meu “gênero de nascença”.)",Heterossexual,"Violação sexual mediante fraude (Tocar de maneira imprópria fazendo a paciente pensar que era parte do procedimento médico), Injúria (Cantadas e palavras ofensivas)",Clínica particular,31-40,Homeopatia,Rio de Janeiro,Rio de Janeiro,Não,
12/17/2019 15:38:15,"Sim, por uma profissional da saúde mulher",Branca,31-35,Classe C - Renda mensal familiar até    R$ 8.640,"Mulher Cis (me identifico, em todos os aspectos, com o meu “gênero de nascença”.)",Heterossexual,Injúria (Cantadas e palavras ofensivas),Hospital público,31-40,,Santa Catarina,Sao jose,Sim,Prefiro não falar sobre o assunto
12/18/2019 20:47:37,"Sim, por uma profissional da saúde mulher",Parda,41-45,Classe C - Renda mensal familiar até    R$ 8.640,"Mulher Cis (me identifico, em todos os aspectos, com o meu “gênero de nascença”.)",Heterossexual,Violação sexual mediante fraude (Tocar de maneira imprópria fazendo a paciente pensar que era parte do procedimento médico),"Policlina, centro de especialidades publica ",31-40,Ortopedia / Traumologia,São Paulo,Osasco,Não,
12/21/2019 10:51:21,"Sim, por uma profissional da saúde mulher",Branca,41-45,Classe E - Renda mensal familiar até   R$ 1.254,"Mulher Cis (me identifico, em todos os aspectos, com o meu “gênero de nascença”.)",Heterossexual,Injúria (Cantadas e palavras ofensivas),Posto de saúde,31-40,Ginecologista ,Rio de Janeiro,Rio de Janeiro ,Não,
2/28/2020 11:55:08,"Sim, por um profissional da saúde homem",Branca,50+,Classe C - Renda mensal familiar até    R$ 8.640,"Mulher Cis (me identifico, em todos os aspectos, com o meu “gênero de nascença”.)",Heterossexual,Injúria (Cantadas e palavras ofensivas),Clínica particular,41-50,Gastroenterologista,Goiás,Ro Verde,Não,
12/16/2019 8:44:25,"Sim, por um profissional da saúde homem",Parda,46-50,Classe E - Renda mensal familiar até   R$ 1.254,"Mulher Cis (me identifico, em todos os aspectos, com o meu “gênero de nascença”.)",Heterossexual,Violação sexual mediante fraude (Tocar de maneira imprópria fazendo a paciente pensar que era parte do procedimento médico),Posto de saúde,41-50,Cardiilogia e cirurgião gastro,Tocantins,Paraíso do Tocantins,Não,
12/17/2019 15:19:36,"Sim, por um profissional da saúde homem",Negra,46-50,Classe A - Renda mensal familiar acima de R$11.261,"Mulher Cis (me identifico, em todos os aspectos, com o meu “gênero de nascença”.)",Heterossexual,Violação sexual mediante fraude (Tocar de maneira imprópria fazendo a paciente pensar que era parte do procedimento médico),Clínica particular,41-50,Clinico geral,São Paulo,Campinas,Não,
1/17/2020 14:58:01,"Sim, por um profissional da saúde homem",Branca,46-50,Classe A - Renda mensal familiar acima de R$11.261,"Mulher Cis (me identifico, em todos os aspectos, com o meu “gênero de nascença”.)",Heterossexual,Violação sexual mediante fraude (Tocar de maneira imprópria fazendo a paciente pensar que era parte do procedimento médico),Clínica particular,41-50,Mastologista,Pernambuco,Recife,Não,
1/28/2020 16:21:34,"Sim, por um profissional da saúde homem",Branca,46-50,Classe A - Renda mensal familiar acima de R$11.261,"Mulher Cis (me identifico, em todos os aspectos, com o meu “gênero de nascença”.)",Bissexual,Violação sexual mediante fraude (Tocar de maneira imprópria fazendo a paciente pensar que era parte do procedimento médico),espaco terapeutico de . TAntra,41-50,Terapeuta tantrico,São Paulo,Campinas,Não,
9/29/2020 14:12:58,"Sim, por um profissional da saúde homem",Parda,50+,Classe C - Renda mensal familiar até    R$ 8.640,"Mulher Cis (me identifico, em todos os aspectos, com o meu “gênero de nascença”.)",Heterossexual,"Importunação sexual (Beijos forçados e toques sem permissão), Violação sexual mediante fraude (Tocar de maneira imprópria fazendo a paciente pensar que era parte do procedimento médico)",Hospital particular,50+,Clinica Medica,São Paulo,Sao Paulo,Sim,"Não senti que o meu caso teve a devida atenção, Encontrei resistência por parte dos profissionais de atendimento para registrar a minha denúncia, Senti que os profissionais que me atenderam não tinham preparo técnico  para lidar com o meu caso, Tive que recorrer a Corregedoria da Policia Civil e a Ouvidoria do MP para fazer com que a Delegada atuasse no processo. Tive um pessimo atendimento na 4º DDM de SP"
12/22/2019 18:05:08,"Sim, por um profissional da saúde homem",Branca,50+,Classe A - Renda mensal familiar acima de R$11.261,"Mulher Cis (me identifico, em todos os aspectos, com o meu “gênero de nascença”.)",Heterossexual,"Importunação sexual (Beijos forçados e toques sem permissão), Violação sexual mediante fraude (Tocar de maneira imprópria fazendo a paciente pensar que era parte do procedimento médico)",Clínica particular,50+,Genicologista,São Paulo,Florianópolis,Sim,Positiva. Senti que os profissionais de atendimento deram a devida atenção ao meu caso
12/15/2019 21:31:44,"Sim, por um profissional da saúde homem",Branca,46-50,Classe A - Renda mensal familiar acima de R$11.261,"Mulher Cis (me identifico, em todos os aspectos, com o meu “gênero de nascença”.)",Heterossexual,Estupro de vulnerável (quando a vítima é menor de 14 anos ou esta sob efeito de medicação),Clínica particular,6-10,Psicólogo Psiquiatra ,Rio de Janeiro,Rio de Janeiro ,Não,
12/21/2019 16:03:35,"Sim, por um profissional da saúde homem",Negra,36-40,Classe C - Renda mensal familiar até    R$ 8.640,"Mulher Cis (me identifico, em todos os aspectos, com o meu “gênero de nascença”.)",Heterossexual,Estupro de vulnerável (quando a vítima é menor de 14 anos ou esta sob efeito de medicação),Hospital público,6-10,"Eu acho que era pediatra, mas não lembro.",Goiás,Goiânia,Não,
1/6/2020 13:31:21,"Sim, por um profissional da saúde homem",Branca,41-45,Classe C - Renda mensal familiar até    R$ 8.640,"Homem Cis (me identifico, em todos os aspectos, com o meu “gênero de nascença”.)",Heterossexual,Violação sexual mediante fraude (Tocar de maneira imprópria fazendo a paciente pensar que era parte do procedimento médico),Hospital público,6-10,Pediatra,São Paulo,rio claro,Não,
